date,adgroup,criteria,clicks,impressions,cost,campaign
2023-06-08,EVO_Conv_TPB DOP_Bank,Image_0103,343,20230,950635,EVO_Conv_TPB DOP_Esign
2023-06-08,EVO_Conv_TPB DOP_Bank,Image_0104,420,40352,1214326,EVO_Conv_TPB DOP_Esign
2023-06-08,EVO_Conv_TPB DOP_Bank,Image_0204,17,3146,36501,EVO_Conv_TPB DOP_Esign
2023-06-08,EVO_Conv_TPB DOP_Bank,Video_0103,28,1058,64654,EVO_Conv_TPB DOP_Esign
2023-06-08,EVO_Conv_TPB DOP_CreditCard_Esign,Image_0103,0,365,3048,EVO_Conv_TPB DOP_Esign
2023-06-08,EVO_Conv_TPB DOP_CreditCard_Esign,Image_0104,2,208,4716,EVO_Conv_TPB DOP_Esign
2023-06-08,EVO_Conv_TPB DOP_CreditCard_Esign,Image_0204,0,40,406,EVO_Conv_TPB DOP_Esign
2023-06-08,EVO_Conv_TPB DOP_CreditCard_Esign,Video_0103,3,323,844,EVO_Conv_TPB DOP_Esign
2023-06-08,EVO_Conv_TPB DOP_Ecommerce,Image_0103,137,8911,366047,EVO_Conv_TPB DOP_Esign
2023-06-08,EVO_Conv_TPB DOP_Ecommerce,Image_0104,4,587,17213,EVO_Conv_TPB DOP_Esign
2023-06-08,EVO_Conv_TPB DOP_Ecommerce,Image_0204,0,184,1746,EVO_Conv_TPB DOP_Esign
2023-06-08,EVO_Conv_TPB DOP_Ecommerce,Video_0103,4,158,5196,EVO_Conv_TPB DOP_Esign
2023-06-08,EVO_Conv_TPB DOP_Insurance,Image_0103,5,821,22112,EVO_Conv_TPB DOP_Esign
2023-06-08,EVO_Conv_TPB DOP_Insurance,Image_0104,1,150,5018,EVO_Conv_TPB DOP_Esign
2023-06-08,EVO_Conv_TPB DOP_Insurance,Image_0204,0,0,0,EVO_Conv_TPB DOP_Esign
2023-06-08,EVO_Conv_TPB DOP_Insurance,Video_0103,1,236,8640,EVO_Conv_TPB DOP_Esign
2023-06-08,EVO_Conv_TPB DOP_Investment,Image_0103,21,3222,58765,EVO_Conv_TPB DOP_Esign
2023-06-08,EVO_Conv_TPB DOP_Investment,Image_0104,15,1074,43948,EVO_Conv_TPB DOP_Esign
2023-06-08,EVO_Conv_TPB DOP_Investment,Image_0204,0,3,75,EVO_Conv_TPB DOP_Esign
2023-06-08,EVO_Conv_TPB DOP_Investment,Video_0103,0,0,0,EVO_Conv_TPB DOP_Esign
2023-06-08,EVO_Conv_TPB DOP_LALCardActive_Esign,Image_0103,31,1079,50763,EVO_Conv_TPB DOP_Esign
2023-06-08,EVO_Conv_TPB DOP_LALCardActive_Esign,Image_0104,26,1018,40957,EVO_Conv_TPB DOP_Esign
2023-06-08,EVO_Conv_TPB DOP_LALCardActive_Esign,Video_0103,0,0,0,EVO_Conv_TPB DOP_Esign
2023-06-08,EVO_Conv_TPB DOP_Mortgage,Image_0103,52,2639,107264,EVO_Conv_TPB DOP_Esign
2023-06-08,EVO_Conv_TPB DOP_Mortgage,Image_0104,10,1928,67169,EVO_Conv_TPB DOP_Esign
2023-06-08,EVO_Conv_TPB DOP_Mortgage,Image_0204,4,592,2711,EVO_Conv_TPB DOP_Esign
2023-06-08,EVO_Conv_TPB DOP_Mortgage,Video_0103,6,242,6219,EVO_Conv_TPB DOP_Esign
2023-06-09,Conv_Esign_Mas,Image_0103,851,58854,2898967,Conv_Esign
2023-06-09,Conv_Esign_Mas,Image_0104,1024,99964,3698807,Conv_Esign
2023-06-09,Conv_Esign_Mas,Image_0204,18,4316,39756,Conv_Esign
2023-06-09,Conv_Esign_Mas,Video_0103,70,2916,184483,Conv_Esign
2023-06-09,Conv_Esign_Retargeting,Image_0103,13,254,19919,Conv_Esign
2023-06-09,Conv_Esign_Retargeting,Image_0104,41,1008,64515,Conv_Esign
2023-06-09,Conv_Esign_Retargeting,Video_0103,0,6,472,Conv_Esign
2023-06-09,EVO_Conv_TPB DOP_Bank,Image_0103,226,13464,559451,EVO_Conv_TPB DOP_Esign
2023-06-09,EVO_Conv_TPB DOP_Bank,Image_0104,187,21884,586255,EVO_Conv_TPB DOP_Esign
2023-06-09,EVO_Conv_TPB DOP_Bank,Image_0204,2,1132,11431,EVO_Conv_TPB DOP_Esign
2023-06-09,EVO_Conv_TPB DOP_Bank,Video_0103,18,1166,54483,EVO_Conv_TPB DOP_Esign
2023-06-09,EVO_Conv_TPB DOP_CreditCard_Esign,Image_0103,1,92,4066,EVO_Conv_TPB DOP_Esign
2023-06-09,EVO_Conv_TPB DOP_CreditCard_Esign,Image_0104,3,97,2397,EVO_Conv_TPB DOP_Esign
2023-06-09,EVO_Conv_TPB DOP_CreditCard_Esign,Image_0204,0,0,0,EVO_Conv_TPB DOP_Esign
2023-06-09,EVO_Conv_TPB DOP_CreditCard_Esign,Video_0103,3,54,3674,EVO_Conv_TPB DOP_Esign
2023-06-09,EVO_Conv_TPB DOP_Ecommerce,Image_0103,153,8708,343065,EVO_Conv_TPB DOP_Esign
2023-06-09,EVO_Conv_TPB DOP_Ecommerce,Image_0104,1,370,10628,EVO_Conv_TPB DOP_Esign
2023-06-09,EVO_Conv_TPB DOP_Ecommerce,Image_0204,0,3,41,EVO_Conv_TPB DOP_Esign
2023-06-09,EVO_Conv_TPB DOP_Ecommerce,Video_0103,0,163,3913,EVO_Conv_TPB DOP_Esign
2023-06-09,EVO_Conv_TPB DOP_Insurance,Image_0103,6,704,25662,EVO_Conv_TPB DOP_Esign
2023-06-09,EVO_Conv_TPB DOP_Insurance,Image_0104,0,113,2798,EVO_Conv_TPB DOP_Esign
2023-06-09,EVO_Conv_TPB DOP_Insurance,Image_0204,0,0,0,EVO_Conv_TPB DOP_Esign
2023-06-09,EVO_Conv_TPB DOP_Insurance,Video_0103,0,160,3997,EVO_Conv_TPB DOP_Esign
2023-06-09,EVO_Conv_TPB DOP_Investment,Image_0103,42,2233,66529,EVO_Conv_TPB DOP_Esign
2023-06-09,EVO_Conv_TPB DOP_Investment,Image_0104,13,983,39507,EVO_Conv_TPB DOP_Esign
2023-06-09,EVO_Conv_TPB DOP_Investment,Image_0204,0,9,837,EVO_Conv_TPB DOP_Esign
2023-06-09,EVO_Conv_TPB DOP_Investment,Video_0103,0,0,0,EVO_Conv_TPB DOP_Esign
2023-06-09,EVO_Conv_TPB DOP_LALCardActive_Esign,Image_0103,28,971,47052,EVO_Conv_TPB DOP_Esign
2023-06-09,EVO_Conv_TPB DOP_LALCardActive_Esign,Image_0104,26,883,33718,EVO_Conv_TPB DOP_Esign
2023-06-09,EVO_Conv_TPB DOP_LALCardActive_Esign,Video_0103,0,0,0,EVO_Conv_TPB DOP_Esign
2023-06-09,EVO_Conv_TPB DOP_Mortgage,Image_0103,34,2454,86272,EVO_Conv_TPB DOP_Esign
2023-06-09,EVO_Conv_TPB DOP_Mortgage,Image_0104,11,1135,39686,EVO_Conv_TPB DOP_Esign
2023-06-09,EVO_Conv_TPB DOP_Mortgage,Image_0204,0,71,436,EVO_Conv_TPB DOP_Esign
2023-06-09,EVO_Conv_TPB DOP_Mortgage,Video_0103,2,269,7316,EVO_Conv_TPB DOP_Esign
2023-06-10,Conv_Esign_Mas,Image_0103,904,58809,2885609,Conv_Esign
2023-06-10,Conv_Esign_Mas,Image_0104,918,87326,3436793,Conv_Esign
2023-06-10,Conv_Esign_Mas,Image_0204,26,4081,73742,Conv_Esign
2023-06-10,Conv_Esign_Mas,Video_0103,129,4774,278983,Conv_Esign
2023-06-10,Conv_Esign_Retargeting,Image_0103,15,288,23605,Conv_Esign
2023-06-10,Conv_Esign_Retargeting,Image_0104,45,1023,58014,Conv_Esign
2023-06-10,Conv_Esign_Retargeting,Video_0103,0,1,15,Conv_Esign
2023-06-10,EVO_Conv_TPB DOP_Bank,Image_0103,159,6539,332899,EVO_Conv_TPB DOP_Esign
2023-06-10,EVO_Conv_TPB DOP_Bank,Image_0104,139,9489,335877,EVO_Conv_TPB DOP_Esign
2023-06-10,EVO_Conv_TPB DOP_Bank,Image_0204,6,766,14051,EVO_Conv_TPB DOP_Esign
2023-06-10,EVO_Conv_TPB DOP_Bank,Video_0103,21,1050,40097,EVO_Conv_TPB DOP_Esign
2023-06-10,EVO_Conv_TPB DOP_CreditCard_Esign,Image_0103,1,75,2089,EVO_Conv_TPB DOP_Esign
2023-06-10,EVO_Conv_TPB DOP_CreditCard_Esign,Image_0104,1,97,1331,EVO_Conv_TPB DOP_Esign
2023-06-10,EVO_Conv_TPB DOP_CreditCard_Esign,Image_0204,0,0,0,EVO_Conv_TPB DOP_Esign
2023-06-10,EVO_Conv_TPB DOP_CreditCard_Esign,Video_0103,0,26,459,EVO_Conv_TPB DOP_Esign
2023-06-10,EVO_Conv_TPB DOP_Ecommerce,Image_0103,97,5749,241237,EVO_Conv_TPB DOP_Esign
2023-06-10,EVO_Conv_TPB DOP_Ecommerce,Image_0104,6,244,8800,EVO_Conv_TPB DOP_Esign
2023-06-10,EVO_Conv_TPB DOP_Ecommerce,Image_0204,0,2,158,EVO_Conv_TPB DOP_Esign
2023-06-10,EVO_Conv_TPB DOP_Ecommerce,Video_0103,0,131,2735,EVO_Conv_TPB DOP_Esign
2023-06-10,EVO_Conv_TPB DOP_Insurance,Image_0103,1,395,12736,EVO_Conv_TPB DOP_Esign
2023-06-10,EVO_Conv_TPB DOP_Insurance,Image_0104,0,61,1631,EVO_Conv_TPB DOP_Esign
2023-06-10,EVO_Conv_TPB DOP_Insurance,Image_0204,0,0,0,EVO_Conv_TPB DOP_Esign
2023-06-10,EVO_Conv_TPB DOP_Insurance,Video_0103,3,120,2410,EVO_Conv_TPB DOP_Esign
2023-06-10,EVO_Conv_TPB DOP_Investment,Image_0103,39,1703,89414,EVO_Conv_TPB DOP_Esign
2023-06-10,EVO_Conv_TPB DOP_Investment,Image_0104,29,1428,56832,EVO_Conv_TPB DOP_Esign
2023-06-10,EVO_Conv_TPB DOP_Investment,Image_0204,0,11,233,EVO_Conv_TPB DOP_Esign
2023-06-10,EVO_Conv_TPB DOP_Investment,Video_0103,0,2,121,EVO_Conv_TPB DOP_Esign
2023-06-10,EVO_Conv_TPB DOP_LALCardActive_Esign,Image_0103,31,627,32120,EVO_Conv_TPB DOP_Esign
2023-06-10,EVO_Conv_TPB DOP_LALCardActive_Esign,Image_0104,12,574,29163,EVO_Conv_TPB DOP_Esign
2023-06-10,EVO_Conv_TPB DOP_LALCardActive_Esign,Video_0103,0,1,16,EVO_Conv_TPB DOP_Esign
2023-06-10,EVO_Conv_TPB DOP_Mortgage,Image_0103,38,1719,74630,EVO_Conv_TPB DOP_Esign
2023-06-10,EVO_Conv_TPB DOP_Mortgage,Image_0104,10,913,31804,EVO_Conv_TPB DOP_Esign
2023-06-10,EVO_Conv_TPB DOP_Mortgage,Image_0204,0,1,62,EVO_Conv_TPB DOP_Esign
2023-06-10,EVO_Conv_TPB DOP_Mortgage,Video_0103,6,371,14771,EVO_Conv_TPB DOP_Esign
